wandb_project,wandb_group,wandb_name,seed,weights,embed_dim,lamda,test_clf_acc,test_triplet_acc,test_1nn_acc,h2h_50,h2h_512,NINO_ds_acc_k=1,rNINO_ds_acc_k=1,NIFO_ds_acc_k=1,NINO_ds_acc_k=3,rNINO_ds_acc_k=3,NIFO_ds_acc_k=3,NINO_ds_acc_k=5,rNINO_ds_acc_k=5,NIFO_ds_acc_k=5
wv_3d_d=512,align=0.925_filtered,MTL0.8,0,"[256, 1, 256, 256]",512,0.8,0.995,0.97535133,0.995,0.8967499999999999,0.86,0.9375,0.94,1.0,0.94,0.945,1.0,0.935,0.9375,1.0
wv_3d_d=512,align=0.925_filtered,TN,1,"[256, 1, 256, 256]",512,0.0,0.46,0.9747027,0.9975,0.924,0.8872500000000001,0.95,0.9475,1.0,0.9525,0.9525,1.0,0.95,0.95,1.0
wv_3d_d=512,align=0.925_filtered,MTL0.2,1,"[256, 1, 256, 256]",512,0.2,0.9925,0.9725405,0.995,0.906,0.8709999999999999,0.9225,0.9225,1.0,0.9375,0.935,1.0,0.94,0.94,1.0
wv_3d_d=512,align=0.925_filtered,MTL0.8,1,"[256, 1, 256, 256]",512,0.8,1.0,0.9755676,1.0,0.9075,0.8637499999999999,0.96,0.96,1.0,0.96,0.96,1.0,0.9575,0.9575,1.0
wv_3d_d=512,align=0.925_filtered,MTL0.5,1,"[256, 1, 256, 256]",512,0.5,0.995,0.9738378,0.995,0.907,0.87375,0.9475,0.945,1.0,0.96,0.96,1.0,0.95,0.95,1.0
wv_3d_d=512,align=0.925_filtered,TN,2,"[256, 1, 256, 256]",512,0.0,0.395,0.9736216,0.995,0.91625,0.8842500000000001,0.9375,0.9375,1.0,0.9425,0.9425,1.0,0.9575,0.9575,1.0
wv_3d_d=512,align=0.925_filtered,MTL0.2,2,"[256, 1, 256, 256]",512,0.2,0.995,0.9768649,0.995,0.90675,0.874,0.965,0.965,1.0,0.9525,0.9525,1.0,0.9575,0.96,1.0
wv_3d_d=512,align=0.925_filtered,MTL0.5,2,"[256, 1, 256, 256]",512,0.5,0.9975,0.97535133,0.995,0.8997499999999998,0.8672500000000001,0.9675,0.9675,1.0,0.95,0.95,1.0,0.9575,0.9575,1.0
wv_3d_d=512,align=0.925_filtered,MTL0.8,2,"[256, 1, 256, 256]",512,0.8,0.995,0.9692973,0.995,0.90475,0.8675,0.9625,0.965,1.0,0.9575,0.96,1.0,0.9575,0.96,1.0
wv_3d_d=512,align=0.925,MTL0.2,0,"[256, 1, 256, 256]",512,0.2,0.9975,0.97249997,0.9975,0.918,0.8875,0.9125,0.91,1.0,0.91,0.91,1.0,0.9175,0.9175,1.0
wv_3d_d=512,align=0.925,TN,0,"[256, 1, 256, 256]",512,0.0,0.485,0.97283334,0.875,0.91525,0.8862500000000001,0.875,0.885,1.0,0.8975,0.915,1.0,0.9125,0.93,1.0
wv_3d_d=512,align=0.925,MTL0.5,0,"[256, 1, 256, 256]",512,0.5,0.9975,0.9708333,0.9975,0.9287500000000002,0.8975,0.9025,0.905,1.0,0.9175,0.9175,1.0,0.925,0.925,1.0
wv_3d_d=512,align=0.925,MTL0.8,0,"[256, 1, 256, 256]",512,0.8,0.995,0.9668333,0.995,0.923,0.8905000000000001,0.9125,0.9125,1.0,0.93,0.935,1.0,0.9225,0.9275,1.0
wv_3d_d=512,align=0.925,TN,1,"[256, 1, 256, 256]",512,0.0,0.46,0.9713333,0.8775,0.92325,0.89025,0.8875,0.9075,1.0,0.92,0.9425,1.0,0.9275,0.9475,1.0
wv_3d_d=512,align=0.925,MTL0.2,1,"[256, 1, 256, 256]",512,0.2,0.995,0.9748333,0.995,0.9235,0.89275,0.9,0.9,1.0,0.9225,0.925,1.0,0.92,0.9225,1.0
wv_3d_d=512,align=0.925,MTL0.5,1,"[256, 1, 256, 256]",512,0.5,0.9975,0.9701667,0.995,0.928,0.8947499999999999,0.9325,0.9325,1.0,0.92,0.9225,1.0,0.9225,0.925,1.0
wv_3d_d=512,align=0.925,MTL0.8,1,"[256, 1, 256, 256]",512,0.8,0.995,0.9645,0.995,0.92175,0.89275,0.9225,0.9225,1.0,0.93,0.93,1.0,0.9325,0.935,1.0
wv_3d_d=512,align=0.925,TN,2,"[256, 1, 256, 256]",512,0.0,0.4925,0.974,0.88,0.92025,0.8865000000000001,0.8675,0.885,1.0,0.8925,0.9175,1.0,0.9125,0.935,1.0
wv_3d_d=512,align=0.925,MTL0.2,2,"[256, 1, 256, 256]",512,0.2,0.995,0.9686667,0.995,0.92575,0.8935000000000001,0.88,0.8825,1.0,0.92,0.9225,1.0,0.92,0.9225,1.0
wv_3d_d=512,align=0.925,MTL0.5,2,"[256, 1, 256, 256]",512,0.5,0.995,0.96216667,0.995,0.92125,0.8945000000000001,0.8875,0.89,1.0,0.9125,0.9125,1.0,0.905,0.9075,1.0
wv_3d_d=512,align=0.925,MTL0.8,2,"[256, 1, 256, 256]",512,0.8,0.995,0.96066666,0.995,0.9207500000000002,0.8887500000000002,0.905,0.9025,1.0,0.915,0.9175,1.0,0.9225,0.925,1.0
wv_3d_d=512,align=0.92_filtered,MTL0.2,0,"[1, 256, 256, 256]",512,0.2,0.9975,0.9692174,0.995,0.91325,0.8825,0.9325,0.9375,1.0,0.95,0.9525,1.0,0.945,0.9475,1.0
wv_3d_d=512,align=0.92_filtered,MTL0.5,0,"[1, 256, 256, 256]",512,0.5,0.995,0.9729027,0.995,0.9125,0.8780000000000001,0.9625,0.9675,1.0,0.9575,0.96,1.0,0.9425,0.945,1.0
wv_3d_d=512,align=0.92_filtered,TN,0,"[1, 256, 256, 256]",512,0.0,0.5475,0.973553,0.9975,0.91225,0.875,0.9275,0.9275,1.0,0.9175,0.9175,1.0,0.9225,0.9225,1.0
wv_3d_d=512,align=0.92_filtered,MTL0.8,0,"[1, 256, 256, 256]",512,0.8,0.995,0.96596575,0.995,0.9145,0.8779999999999999,0.95,0.955,1.0,0.94,0.9425,1.0,0.935,0.9375,1.0
wv_3d_d=512,align=0.92_filtered,MTL0.2,1,"[1, 256, 256, 256]",512,0.2,0.9975,0.9677,0.9975,0.91625,0.8815,0.9725,0.9725,1.0,0.9425,0.9425,1.0,0.9425,0.9425,1.0
wv_3d_d=512,align=0.92_filtered,TN,1,"[1, 256, 256, 256]",512,0.0,0.44,0.96401477,0.995,0.91925,0.8877499999999999,0.96,0.96,1.0,0.955,0.955,1.0,0.95,0.95,1.0
wv_3d_d=512,align=0.92_filtered,MTL0.5,1,"[1, 256, 256, 256]",512,0.5,0.9975,0.97398657,0.9975,0.923,0.89125,0.935,0.9375,1.0,0.9375,0.94,1.0,0.945,0.9475,1.0
wv_3d_d=512,align=0.92_filtered,MTL0.8,1,"[1, 256, 256, 256]",512,0.8,0.9975,0.96704966,0.9975,0.907,0.86575,0.9375,0.94,1.0,0.925,0.9275,1.0,0.925,0.9275,1.0
wv_3d_d=512,align=0.92_filtered,MTL0.2,2,"[1, 256, 256, 256]",512,0.2,0.9975,0.9733362,0.995,0.92175,0.8845000000000001,0.955,0.955,1.0,0.94,0.945,1.0,0.9325,0.935,1.0
wv_3d_d=512,align=0.92_filtered,TN,2,"[1, 256, 256, 256]",512,0.0,0.5225,0.9759376,0.9975,0.9195,0.88275,0.9325,0.9325,1.0,0.9275,0.9275,1.0,0.9325,0.9325,1.0
wv_3d_d=512,align=0.92_filtered,MTL0.5,2,"[1, 256, 256, 256]",512,0.5,0.9975,0.97008455,0.995,0.913,0.87475,0.95,0.9525,1.0,0.9425,0.945,1.0,0.94,0.9425,1.0
wv_3d_d=512,align=0.92_filtered,MTL0.8,2,"[1, 256, 256, 256]",512,0.8,0.9975,0.9705181,0.9975,0.9222499999999998,0.8875,0.9375,0.94,1.0,0.9425,0.945,1.0,0.9375,0.9375,1.0
wv_3d_d=512,align=0.92,MTL0.2,0,"[1, 256, 256, 256]",512,0.2,0.995,0.965,0.995,0.91825,0.8859999999999999,0.8925,0.895,1.0,0.8975,0.9,1.0,0.915,0.9175,1.0
wv_3d_d=512,align=0.92,TN,0,"[1, 256, 256, 256]",512,0.0,0.5025,0.9688333,0.87,0.91025,0.87575,0.8675,0.8925,1.0,0.8975,0.92,1.0,0.905,0.9375,1.0
wv_3d_d=512,align=0.92,MTL0.8,0,"[1, 256, 256, 256]",512,0.8,0.995,0.94983333,0.995,0.91375,0.8772500000000001,0.895,0.8975,1.0,0.925,0.9275,1.0,0.9225,0.925,1.0
wv_3d_d=512,align=0.92,MTL0.5,0,"[1, 256, 256, 256]",512,0.5,0.995,0.95666665,0.995,0.91,0.8785000000000001,0.885,0.8875,1.0,0.915,0.9175,1.0,0.925,0.9275,1.0
wv_3d_d=512,align=1_filtered,MTL0.2,0,"[1, 1, 1, 1]",512,0.2,0.9975,0.96802765,0.995,0.8770000000000001,0.8109999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
wv_3d_d=512,align=0.92,MTL0.2,1,"[1, 256, 256, 256]",512,0.2,0.9975,0.97166663,1.0,0.91825,0.8867499999999999,0.8725,0.8725,1.0,0.9125,0.9125,1.0,0.915,0.915,1.0
wv_3d_d=512,align=0.92,TN,1,"[1, 256, 256, 256]",512,0.0,0.46,0.9713333,0.8725,0.91825,0.8850000000000001,0.8625,0.8825,1.0,0.9,0.9175,1.0,0.9075,0.93,1.0
wv_3d_d=512,align=1_filtered,MTL0.2,1,"[1, 1, 1, 1]",512,0.2,0.9975,0.96586734,0.995,0.8859999999999999,0.8234999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
