session.id,question.id,split.condition,image.path,anwser.similar
194,8101,NINO mtl1_d512,img/bm/train/1/139.jpg,1
194,8101,NINO mtl1_d512,img/bm/train/0/83.jpg,1
194,8064,NINO mtl1_d512,img/bm/test/0/41.jpg,2
194,8064,NINO mtl1_d512,img/bm/train/0/71.jpg,2
194,8064,NINO mtl1_d512,img/bm/train/1/137.jpg,2
194,8086,NINO mtl1_d512,img/bm/test/1/143.jpg,1
194,8086,NINO mtl1_d512,img/bm/train/1/139.jpg,1
194,8086,NINO mtl1_d512,img/bm/train/0/83.jpg,1
194,8092,NINO mtl1_d512,img/bm/test/1/149.jpg,1
194,8092,NINO mtl1_d512,img/bm/train/1/127.jpg,1
194,8092,NINO mtl1_d512,img/bm/train/0/79.jpg,1
194,1518,NINO mtl1_d512,img/bm/train/0/61.jpg,1
194,1518,NINO mtl1_d512,img/bm/valid/0/19.jpg,1
194,8102,NINO mtl1_d512,img/bm/test/1/199.jpg,1
194,8102,NINO mtl1_d512,img/bm/train/1/139.jpg,1
194,8102,NINO mtl1_d512,img/bm/train/0/83.jpg,1
194,8085,NINO mtl1_d512,img/bm/test/1/142.jpg,2
194,8085,NINO mtl1_d512,img/bm/train/1/128.jpg,2
194,8085,NINO mtl1_d512,img/bm/train/0/79.jpg,2
194,8084,NINO mtl1_d512,img/bm/test/1/141.jpg,2
194,8084,NINO mtl1_d512,img/bm/train/1/137.jpg,2
194,8084,NINO mtl1_d512,img/bm/train/0/83.jpg,2
194,8063,NINO mtl1_d512,img/bm/test/0/40.jpg,1
194,8063,NINO mtl1_d512,img/bm/train/0/12.jpg,1
194,8063,NINO mtl1_d512,img/bm/train/1/137.jpg,1
194,8096,NINO mtl1_d512,img/bm/test/1/193.jpg,1
194,8096,NINO mtl1_d512,img/bm/train/1/127.jpg,1
194,8096,NINO mtl1_d512,img/bm/train/0/79.jpg,1
194,8080,NINO mtl1_d512,img/bm/test/0/97.jpg,2
194,8080,NINO mtl1_d512,img/bm/train/0/83.jpg,2
194,8080,NINO mtl1_d512,img/bm/train/1/137.jpg,2
194,8093,NINO mtl1_d512,img/bm/test/1/190.jpg,2
194,8093,NINO mtl1_d512,img/bm/train/1/137.jpg,2
194,8093,NINO mtl1_d512,img/bm/train/0/83.jpg,2
194,8093,NINO mtl1_d512,img/bm/test/1/190.jpg,2
194,8093,NINO mtl1_d512,img/bm/train/1/137.jpg,2
194,8093,NINO mtl1_d512,img/bm/train/0/83.jpg,2
194,8083,NINO mtl1_d512,img/bm/test/1/140.jpg,2
194,8083,NINO mtl1_d512,img/bm/train/1/172.jpg,2
194,8083,NINO mtl1_d512,img/bm/train/0/79.jpg,2
194,8087,NINO mtl1_d512,img/bm/test/1/144.jpg,2
194,8087,NINO mtl1_d512,img/bm/train/1/139.jpg,2
194,8087,NINO mtl1_d512,img/bm/train/0/83.jpg,2
194,8089,NINO mtl1_d512,img/bm/test/1/146.jpg,1
194,8089,NINO mtl1_d512,img/bm/train/1/152.jpg,1
194,8089,NINO mtl1_d512,img/bm/train/0/79.jpg,1
194,8071,NINO mtl1_d512,img/bm/test/0/48.jpg,2
194,8071,NINO mtl1_d512,img/bm/train/0/54.jpg,2
194,8071,NINO mtl1_d512,img/bm/train/1/139.jpg,2
194,8099,NINO mtl1_d512,img/bm/test/1/196.jpg,2
194,8099,NINO mtl1_d512,img/bm/train/1/127.jpg,2
194,8099,NINO mtl1_d512,img/bm/train/0/79.jpg,2
194,8091,NINO mtl1_d512,img/bm/test/1/148.jpg,2
194,8091,NINO mtl1_d512,img/bm/train/1/139.jpg,2
194,8091,NINO mtl1_d512,img/bm/train/0/79.jpg,2
194,8070,NINO mtl1_d512,img/bm/test/0/47.jpg,1
194,8070,NINO mtl1_d512,img/bm/train/0/83.jpg,1
194,8070,NINO mtl1_d512,img/bm/train/1/139.jpg,1
195,8219,NIFO mtl1_d512,img/bm/test/1/196.jpg,1
195,8219,NIFO mtl1_d512,img/bm/train/1/127.jpg,1
195,8219,NIFO mtl1_d512,img/bm/train/0/51.jpg,1
195,8221,NIFO mtl1_d512,img/bm/test/1/198.jpg,2
195,8221,NIFO mtl1_d512,img/bm/train/1/139.jpg,2
195,8221,NIFO mtl1_d512,img/bm/train/0/51.jpg,2
195,8222,NIFO mtl1_d512,img/bm/test/1/199.jpg,2
195,8222,NIFO mtl1_d512,img/bm/train/1/139.jpg,2
195,8222,NIFO mtl1_d512,img/bm/train/0/51.jpg,2
195,8211,NIFO mtl1_d512,img/bm/test/1/148.jpg,2
195,8211,NIFO mtl1_d512,img/bm/train/1/139.jpg,2
195,8211,NIFO mtl1_d512,img/bm/train/0/51.jpg,2
195,8210,NIFO mtl1_d512,img/bm/test/1/147.jpg,2
195,8210,NIFO mtl1_d512,img/bm/train/1/153.jpg,2
195,8210,NIFO mtl1_d512,img/bm/train/0/51.jpg,2
195,8194,NIFO mtl1_d512,img/bm/test/0/91.jpg,2
195,8194,NIFO mtl1_d512,img/bm/train/0/18.jpg,2
195,8194,NIFO mtl1_d512,img/bm/train/1/173.jpg,2
195,8200,NIFO mtl1_d512,img/bm/test/0/97.jpg,1
195,8200,NIFO mtl1_d512,img/bm/train/0/83.jpg,1
195,8200,NIFO mtl1_d512,img/bm/train/1/166.jpg,1
195,8201,NIFO mtl1_d512,img/bm/test/0/98.jpg,1
195,8201,NIFO mtl1_d512,img/bm/train/0/71.jpg,1
195,8201,NIFO mtl1_d512,img/bm/train/1/173.jpg,1
195,8218,NIFO mtl1_d512,img/bm/test/1/195.jpg,2
195,8218,NIFO mtl1_d512,img/bm/train/1/139.jpg,2
195,8218,NIFO mtl1_d512,img/bm/train/0/51.jpg,2
195,8197,NIFO mtl1_d512,img/bm/test/0/94.jpg,1
195,8197,NIFO mtl1_d512,img/bm/train/0/54.jpg,1
195,8197,NIFO mtl1_d512,img/bm/train/1/173.jpg,1
195,8215,NIFO mtl1_d512,img/bm/test/1/192.jpg,2
195,8215,NIFO mtl1_d512,img/bm/train/1/137.jpg,2
195,8215,NIFO mtl1_d512,img/bm/train/0/51.jpg,2
195,8183,NIFO mtl1_d512,img/bm/test/0/40.jpg,1
195,8183,NIFO mtl1_d512,img/bm/train/0/12.jpg,1
